id;name;host_id;host_name;neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
5993541;Chic Loft Like 2 bed-2bath;4562182;Florence;Manhattan;Harlem;Entire home/apt;285;30;74;23/05/2019;1.47;4;284
5998890;Classic Brooklyn Row House;5574620;Lynn;Brooklyn;Crown Heights;Entire home/apt;220;2;5;11/08/2015;0.10;1;0
5998978;Small room in heart of Manhattan;4198853;Chad;Manhattan;Lower East Side;Private room;125;1;1;04/05/2015;0.02;1;0
5999786;Central Park- 5 mins. away, Subway on corner(med.);4714927;Elisa;Manhattan;East Harlem;Private room;80;1;70;18/06/2019;1.36;4;102
6000709;Comfortable Room in 3BR apartment;10859726;Don Luis;Queens;Astoria;Private room;58;1;2;01/07/2019;0.04;3;249
6000785;Charming 1BR Bed-Stuy Garden Apt;31150792;Micah;Brooklyn;Bushwick;Entire home/apt;100;2;143;18/05/2019;3.41;1;0
6000868;Charming Brownstone Apartment;2787900;Maggie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;175;2;42;09/02/2019;0.82;1;0
6000898;Magnificent Townhouse - Upper East Side - NYC;23708009;Eric;Manhattan;Upper East Side;Entire home/apt;1200;5;43;23/05/2019;0.90;1;309
6002382;Cozy room in Great Neighborhood;4266202;Jackeline;Queens;Astoria;Private room;60;2;0;;;1;0
6004052;Beautiful Apartment with Garden Access;27175572;Susanne;Brooklyn;Prospect Heights;Entire home/apt;160;2;105;01/06/2019;2.05;1;18
6004200;Cozy Harlem Experience;20109767;Jennifer;Manhattan;Harlem;Private room;65;1;6;18/06/2015;0.12;1;341
6004567;BEST LOCATION 12ST BY UNION SQUARE;28720717;Albert;Manhattan;East Village;Entire home/apt;499;30;11;03/03/2019;0.52;2;332
6004786;Lovely Soho / Village 1BR;14477996;Simone;Manhattan;SoHo;Entire home/apt;350;2;10;21/12/2015;0.20;1;0
6005231;The Hub for Two;31175000;Kathryn;Brooklyn;Bedford-Stuyvesant;Entire home/apt;105;2;127;27/06/2019;3.88;3;113
6005868;Sunny, Spacious & Sweet 2BD home!;31177258;Sam;Brooklyn;Williamsburg;Entire home/apt;245;5;32;26/04/2019;0.63;1;305
6005910;3 BDR Apt-Just Minutes to Manhattan;23044811;Ettrick;Brooklyn;Bedford-Stuyvesant;Entire home/apt;139;2;119;09/06/2019;2.31;2;175
6006387;FABULOUS SUNNY BEDROOM IN HARLEM;31181172;T.;Manhattan;Harlem;Private room;50;20;9;27/01/2018;0.24;1;300
6006603;Private Room, 33rd and 2nd;31182668;Jerry;Manhattan;Kips Bay;Private room;90;5;0;;;1;0
6006661;Beautiful Spacious Studio;31183039;Jai;Queens;Jackson Heights;Entire home/apt;90;7;2;05/12/2015;0.04;1;0
6006711;Awesome Place in the Heart of EV;28429835;Arpan;Manhattan;East Village;Private room;250;1;1;22/05/2015;0.02;1;0
6006837;Large private bdrm in S. Park Slope;6527023;Sehrish;Brooklyn;Sunset Park;Private room;70;4;1;13/05/2015;0.02;1;0
6012187;1 BR apt East Village;25796636;Michael;Manhattan;East Village;Entire home/apt;150;1;44;30/07/2017;0.91;1;0
6013171;Master Private Room in Midtown;13917722;Fan;Manhattan;Theater District;Private room;150;1;0;;;1;0
6013186;Lovely 1BR Garden Apartment w/Private  Garden;31175000;Kathryn;Brooklyn;Bedford-Stuyvesant;Entire home/apt;109;3;79;30/06/2019;2.07;3;0
6014926;Charming Stylish E. Village Studio;820011;Ike;Manhattan;East Village;Entire home/apt;140;7;59;23/06/2019;1.17;1;268
6015754;Comfortable and Large Room;8636732;Kay;Brooklyn;Flatbush;Private room;31;10;1;02/11/2015;0.02;2;0
6018325;COLUMBIA PRESBYTERIAN MED CTR * 2 Bedroom Apt*;25237492;Juliana;Manhattan;Washington Heights;Entire home/apt;140;30;8;17/06/2019;0.17;34;312
6018589;Charming Private Room;31241183;Lilian;Manhattan;Washington Heights;Private room;65;2;36;22/06/2019;0.74;2;273
6019386;Boarding Room-style mini apartment/Harlem Oasis;31245355;Kiela;Manhattan;Harlem;Entire home/apt;85;2;18;02/06/2019;0.38;1;90
6020044;Park Slope Bedroom;12154854;Ryan;Brooklyn;Gowanus;Private room;35;1;0;;;1;0
6020237;Beautiful 1BR in West Harlem!;28422099;D;Manhattan;Morningside Heights;Entire home/apt;155;5;87;25/05/2019;1.70;1;99
6020382;Cozy Room in Brooklyn Brownstone;1511065;Mitra;Brooklyn;Bedford-Stuyvesant;Private room;65;1;0;;;1;0
6021955;Delightful Brooklyn digs!;31260008;Charlotte;Brooklyn;Williamsburg;Private room;100;5;0;;;1;88
6025389;Large Room in Washington Heights;31274483;Erlingur;Manhattan;Washington Heights;Private room;100;1;0;;;1;0
6026166;Perfect 1BD in East Village;3372156;Kate;Manhattan;East Village;Private room;125;3;2;03/01/2016;0.04;1;0
6026546;Beautiful Studio Steps from the Met;22613302;Brittany;Manhattan;Upper East Side;Entire home/apt;170;5;2;05/10/2015;0.04;1;0
6027345;Newly renovated historic brownstone;2881;Loli;Brooklyn;Bedford-Stuyvesant;Private room;65;2;280;05/07/2019;5.51;2;249
6027485;1 bedroom in 3 bedroom apartment;31283971;Ana;Brooklyn;Bedford-Stuyvesant;Private room;38;3;1;31/12/2017;0.05;1;0
6027682;Beautiful, Bright Private-Room in West Harlem!;31284832;Marina;Manhattan;Harlem;Private room;68;2;0;;;1;0
6029332;Very private & large room Wburg BK;1257611;Arthur;Brooklyn;Williamsburg;Private room;110;2;4;29/08/2015;0.08;1;0
6029809;Charming Brownstone apartment in Brooklyn;4049004;Poppy;Brooklyn;Bedford-Stuyvesant;Entire home/apt;100;3;106;05/07/2019;2.28;1;52
6029987;Spacious & Trendy Uptown Apartment;15635060;Chris;Manhattan;Washington Heights;Entire home/apt;125;2;10;29/06/2016;0.21;1;0
6031895;Private Bedroom near Time Square;6396863;Tianhui;Manhattan;Theater District;Private room;60;1;1;02/08/2015;0.02;1;0
6031904;Charming Room in West Village Apartment;20667334;Irene;Manhattan;West Village;Private room;80;3;129;14/06/2019;2.52;1;78
6033449;COLUMBIA PRESBYTERIAN MED CTR *AURA* Studio Apt;25237492;Juliana;Manhattan;Washington Heights;Entire home/apt;95;30;11;25/05/2019;0.25;34;97
6037761;Spacious Room in East Village/NoHo;7256281;Sne;Manhattan;East Village;Private room;163;2;396;23/06/2019;7.71;1;143
6040757;Big & Bright w Terrace near park!;23713669;Vanessa & Martin;Brooklyn;Prospect Heights;Entire home/apt;225;3;29;04/06/2019;0.58;1;56
6041875;Harlem 2bdr apt;30354475;Pepper;Manhattan;East Harlem;Entire home/apt;150;2;0;;;1;0
6042335;In The Middle of It All!;17199564;Mark;Brooklyn;Boerum Hill;Entire home/apt;170;10;2;12/10/2015;0.04;1;0
6042635;Spacious Studio;31358851;Mo;Manhattan;Washington Heights;Entire home/apt;65;4;38;30/06/2019;0.79;1;307
6043199;Big Room in Central BK Neighborhood;9745447;Clara;Brooklyn;Bedford-Stuyvesant;Private room;60;1;11;08/10/2017;0.32;1;0
6043671;HEART of Manhattan;16458904;Margaret;Manhattan;Murray Hill;Entire home/apt;168;30;12;30/05/2017;0.25;1;58
6043733;Cozy 1 BR - Prospect Heights;6475110;Meg;Brooklyn;Crown Heights;Entire home/apt;100;2;3;27/10/2016;0.09;1;0
6044268;Family summer on the Hudson - 1 wk. min. 8/16-9/4;6657363;Amy;Manhattan;Battery Park City;Entire home/apt;195;7;0;;;1;0
6044964;Beach Lovers Dream!;31204745;Monika;Queens;Arverne;Entire home/apt;89;2;150;11/06/2019;3.00;1;268
6045055;Entire floor. Private bathroom. Great location.;3435092;Elena;Manhattan;Upper East Side;Private room;109;4;191;20/06/2019;3.75;3;243
6045917;Perfect Private Room for 1 or 2 per;31376201;William;Queens;Kew Gardens;Private room;150;1;0;;;3;365
6046877;Private room in queens New York;31376201;William;Queens;Kew Gardens;Private room;150;1;0;;;3;363
6048412;Partially Furnished 3BR - UES;11884842;David;Manhattan;Upper East Side;Entire home/apt;150;2;0;;;1;0
6048583;3 Bedroom Apartment - Greenwich Vlg;31389734;Matt;Manhattan;Greenwich Village;Entire home/apt;120;4;1;22/08/2015;0.02;1;0
6051044;Private Garden View — Eco Home — 3 Min to Subway!;16139880;Ksenia & Masha;Brooklyn;Bedford-Stuyvesant;Private room;40;3;101;24/06/2019;2.01;6;180
6051782;Oversized 1BR~Union square~Sleeps 4~Best Value;2119276;Host;Manhattan;Gramercy;Entire home/apt;150;30;10;11/04/2019;0.21;39;67
6051856;Homey Room w/ Lots of Sunlight!;9828418;Gabriela;Manhattan;Washington Heights;Private room;45;2;3;07/05/2016;0.07;1;0
6052119;Loft in South Park Slope (Brooklyn);8893700;John;Brooklyn;Sunset Park;Entire home/apt;159;30;8;11/11/2018;0.81;2;51
6052129;A Charming & Spacious Flat in NYC;7809025;Omri;Manhattan;East Harlem;Entire home/apt;149;4;14;01/06/2019;0.28;1;0
6054194;Bright, Clean 1 Bd 2 Blks to Trains;2568690;Collin;Queens;Astoria;Entire home/apt;125;3;3;11/06/2015;0.06;1;0
6054400;Cozy Brooklyn Apartment;18874199;Alina;Brooklyn;Greenpoint;Entire home/apt;75;1;27;05/10/2015;0.53;1;0
6054864;Sunny, Spacious, Perfect Location!;3088202;Pete;Brooklyn;Carroll Gardens;Entire home/apt;109;4;6;05/03/2017;0.12;1;0
6056028;Central Park W Pristine Apartment;10622869;Lori;Manhattan;Upper West Side;Entire home/apt;499;1;19;11/06/2019;0.38;1;296
6059556;Beautifully renovated brownstone;1098902;Amy;Brooklyn;Park Slope;Entire home/apt;480;3;0;;;2;191
6062060;2 large rooms in sunny brownstone;24561040;Ame;Brooklyn;Park Slope;Private room;220;2;9;21/05/2017;0.20;3;251
6063050;Private Room in 3BD Apt with a queen bed;9897580;David;Brooklyn;Bedford-Stuyvesant;Private room;55;3;51;19/06/2019;1.00;1;340
6064471;Big Manhattan Apartment 3 bedrooms big Living Room;31477675;Jango;Manhattan;Lower East Side;Entire home/apt;341;3;138;08/06/2019;2.87;1;58
6065370;Cute One-Bedroom on treelined block;31483029;Jaclyn;Brooklyn;Greenpoint;Entire home/apt;108;2;3;16/06/2019;0.06;1;33
6065778;Sunny Apt near Park and Subways in Windsor Terr;12811150;Sarah;Brooklyn;Windsor Terrace;Entire home/apt;128;5;83;26/12/2018;1.63;1;52
6066563;Garden House in the East Bronx;19810363;Eric;Bronx;Clason Point;Entire home/apt;110;2;95;23/06/2019;1.91;1;283
6069703;Urban sanctuary near Bedford L!;17958459;Maria;Brooklyn;Williamsburg;Entire home/apt;179;8;39;01/01/2019;0.77;1;113
6070899;Spacious Family Apt Block from Park;13934385;Jesse;Manhattan;Upper West Side;Entire home/apt;175;5;2;18/10/2017;0.04;1;0
6071347;Cozy, Entire Apt, Close to L train;3987736;Marcel;Brooklyn;Bushwick;Entire home/apt;80;5;8;08/09/2017;0.16;1;0
6071456;Super cool and sunny apartment in Crown Heights;21248779;Charles;Brooklyn;Crown Heights;Entire home/apt;149;2;22;25/06/2019;0.49;1;365
6071870;Live in Harlem close to Columbia U!;21940966;Mekkie;Manhattan;Morningside Heights;Private room;50;2;7;07/01/2019;0.15;2;191
6072842;Convenient and cozy space!;31522185;Dimitri;Queens;Astoria;Shared room;75;5;4;28/08/2016;0.08;1;0
6074676;West wing private room in NYC loft;6600505;Jami;Manhattan;Financial District;Private room;100;3;24;09/08/2018;0.48;2;186
6074975;Home On Kissena Park in Flushing NYC;23234988;Ann;Queens;Flushing;Entire home/apt;369;2;74;28/05/2019;1.46;6;256
6076202;A Modern 1 bedroom Apartment in Brooklyn;12692690;Sebastian;Brooklyn;Brooklyn Heights;Entire home/apt;198;7;7;04/01/2018;0.14;1;4
6077354;Cozy attic with private bath;31545214;Paul & Hana;Queens;Middle Village;Private room;100;2;49;08/06/2019;0.96;1;365
6078234;Chic, Spacious & Quiet UWS Manhattan NYC 1BDR Gem!;31425596;Kevin;Manhattan;Upper West Side;Entire home/apt;195;3;67;30/06/2019;1.33;1;85
6078788;LES  3 BR Apt, CENTRALLY LOCATED!;1820750;Eric;Manhattan;Lower East Side;Entire home/apt;257;3;11;02/08/2017;0.22;1;0
6079079;4 bedrooms private house;30214562;Sharon;Queens;Jamaica Estates;Entire home/apt;145;4;38;28/06/2017;0.75;1;125
6079197;Single private room near train 1;31555753;Naichen;Manhattan;Upper West Side;Private room;45;1;7;02/08/2015;0.14;1;0
6084475;Room in Lic, Queens brick townhouse;31534322;Nia;Queens;Long Island City;Private room;60;2;83;03/06/2019;1.65;4;81
6085109;Spacious 1BD Red Hook Apartment;8448216;Rhys;Brooklyn;Red Hook;Entire home/apt;120;43;0;;;1;0
6085932;Historic, Sunny Prospect Park Apt!;1211856;Kim;Brooklyn;Prospect-Lefferts Gardens;Private room;80;3;4;01/01/2019;0.22;1;331
6087827;One Block From Train - 4/23-4/30;31594375;Jesseca;Brooklyn;Bedford-Stuyvesant;Private room;85;1;0;;;1;0
6087959;2000sq $2 million 3 story townhouse;28023382;Edwin;Brooklyn;Gowanus;Entire home/apt;99;1;183;30/06/2019;3.74;1;196
6088910;Charming 1 Bed Room/ Exposed Brick;31599293;Courtney;Manhattan;Hell's Kitchen;Entire home/apt;180;3;1;04/05/2015;0.02;1;0
6090186;Location Angel Marlie ( only female);3250450;Petya;Queens;Jackson Heights;Private room;40;25;1;04/09/2018;0.10;18;364
6091208;BK Private Room&Bath - comfortable!;4183050;Brett;Brooklyn;Williamsburg;Private room;96;3;28;02/07/2016;0.56;1;0
6091224;Sunny 1 Bedroom in Harlem!;2798394;Dana;Manhattan;Harlem;Entire home/apt;105;4;9;02/01/2019;0.18;1;0
6091850;Cozy 1BD in a cool neighborhood.;31614694;Silvia;Queens;Long Island City;Entire home/apt;80;3;177;24/06/2019;3.66;1;196
6092607;Manhattan 1BR for $2000/mo Sublet;7271842;Arlen;Manhattan;Washington Heights;Entire home/apt;100;2;1;01/11/2016;0.03;1;0
6093352;Sunny Room 15min from Manhattan;31621291;Elisabeth;Brooklyn;Williamsburg;Private room;58;1;270;01/07/2019;5.29;2;83
6093459;The very heart of Williamsburg;26414016;Guillermo;Brooklyn;Williamsburg;Private room;89;5;6;27/11/2016;0.12;2;0
6094046;Central  Times Square w prvte bath;31626212;Troy;Manhattan;Theater District;Private room;105;90;163;08/06/2019;3.21;5;316
6094708;Lower East Side, Private 1BD+ for2;31629890;Takuya;Manhattan;Lower East Side;Entire home/apt;85;1;0;;;1;0
6099485;Enormous Sunny Room in Prime Clinton Hill Brooklyn;15763944;Maral;Brooklyn;Clinton Hill;Private room;68;3;2;25/06/2018;0.11;1;0
6100514;1BR 5 minute walk to Times Square;6230173;Luke;Manhattan;Hell's Kitchen;Entire home/apt;200;4;30;24/10/2017;0.65;1;0
6101104;1 BR UPPER EAST SIDE;9107715;Michele;Manhattan;Upper East Side;Entire home/apt;170;5;26;18/05/2019;0.55;1;115
6103146;Beautiful 1 BR by Prospect Park;182477;Shante;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;60;5;9;18/04/2018;0.19;1;0
6103273;Chic 2bed-2bath Manhattan Dream;4562182;Florence;Manhattan;Harlem;Entire home/apt;285;30;104;30/06/2019;2.07;4;249
6103774;Studio Apt East Harlem;27289632;Willa;Manhattan;East Harlem;Entire home/apt;90;3;138;02/07/2019;2.74;1;71
6104187;Cute Studio close to subway for monthly rental;31673092;Ayal;Brooklyn;Crown Heights;Entire home/apt;75;30;101;08/06/2019;2.06;1;62
6104542;Nice cozy studio apt close to all;19661729;Sopchok;Queens;Jackson Heights;Entire home/apt;115;1;51;01/07/2019;1.03;1;78
6104951;2 Bed/2 Bath - Driveway & Backyard!;815619;Rajesh;Brooklyn;East Flatbush;Entire home/apt;118;30;1;25/08/2015;0.02;1;68
6105140;Bright Room w/ Private Bathroom and Roof Deck;946182;Zachary;Brooklyn;Bedford-Stuyvesant;Private room;76;1;19;26/05/2019;0.70;1;89
6105240;Ideal Greenpoint Location;184833;Edward;Brooklyn;Greenpoint;Entire home/apt;245;7;6;08/05/2018;0.12;1;67
6105342;One Bedroom Available (May 1-May 6);31678869;Sonya;Manhattan;Harlem;Private room;200;1;0;;;1;0
6106142;Studio Apartment/ 3 blocks from Central park;2077383;Tatiana;Manhattan;Upper East Side;Entire home/apt;75;3;3;14/06/2016;0.06;1;0
6106445;Hell's Kitchen 1 Bedroom;7241674;Danielle;Manhattan;Hell's Kitchen;Entire home/apt;200;6;24;20/05/2019;0.70;1;188
6106544;Beautiful HUGE Studio.. 52ST 3AVE.;1475015;Mike;Manhattan;Midtown;Entire home/apt;85;30;4;03/12/2018;0.12;52;342
6107289;Beautiful Brownstone in Greenpoint;13920011;Andrea;Brooklyn;Greenpoint;Entire home/apt;350;5;11;25/08/2018;0.23;1;12
6107592;Private Room in a Shared Apt by Columbia Univ;30080463;Barbi;Manhattan;Harlem;Private room;101;3;65;22/06/2019;1.28;1;138
6108021;Large Park Slope Alcove Studio;10873558;Michelle;Brooklyn;Gowanus;Entire home/apt;110;2;0;;;2;0
6114161;Beautiful Apartment in SoHo;21327551;Liza;Manhattan;Nolita;Private room;125;1;1;19/05/2015;0.02;1;0
6114353;"Ideal ""Hotel Style"" Bedroom in LES";16923190;Chris;Manhattan;Lower East Side;Private room;89;3;19;01/01/2019;0.41;1;0
6115275;Cozy studio near Grand Central;8164199;An;Manhattan;Midtown;Entire home/apt;180;1;0;;;1;0
6115341;Beautiful Apartment close to Metro Line.;24216745;Luiz;Brooklyn;Williamsburg;Entire home/apt;120;30;1;31/12/2017;0.05;1;128
6117178;Large room in beautiful Park Slope;31737002;Tim;Brooklyn;Gowanus;Private room;50;5;0;;;1;0
6117496;The Manhattan Club studio New York;30787515;Brooke;Manhattan;Midtown;Entire home/apt;299;2;8;14/12/2015;0.16;1;176
6121052;Chic calm in the heart of Soho;13525339;Robert;Manhattan;SoHo;Entire home/apt;195;2;60;24/06/2019;1.18;1;16
6121300;Charming Bedroom in Greenwich;7655328;Jessica;Manhattan;Greenwich Village;Private room;78;1;3;31/01/2016;0.06;3;0
6124097;Amazing 2 Bedroom Chelsea;3035426;Dimitri;Manhattan;Chelsea;Entire home/apt;250;2;28;26/05/2019;0.56;1;328
6128992;LOCATION, LOCATION, LOCATION -NYC!!;301346;Dawn;Manhattan;Chelsea;Entire home/apt;150;14;1;20/05/2015;0.02;1;0
6129158;Large modern 1BR w/ Balcony!;31796292;Mary;Manhattan;Upper East Side;Entire home/apt;350;1;0;;;1;0
6130145;Moma Casanova. New Additions!;29871437;Ester;Queens;Sunnyside;Private room;78;3;113;01/07/2019;2.23;1;285
6131266;BIG SUNNY ROOM IN CROWN HEIGHTS;3940516;Ali;Brooklyn;Crown Heights;Private room;55;1;1;15/05/2015;0.02;1;0
6131580;Classic Soho Brownstone;311608;Richard;Manhattan;SoHo;Entire home/apt;300;10;7;21/06/2019;2.04;1;239
6131606;Harmony House 2 on Madison Street;21014758;Garnet;Brooklyn;Bedford-Stuyvesant;Private room;38;2;39;20/06/2019;0.86;3;99
6132230;Quiet 1 Bed, Heart of SoHo;6976808;Tim;Manhattan;SoHo;Entire home/apt;150;5;36;08/09/2017;0.71;1;0
6132646;queen sized room for one-Great View;15078552;Christine;Manhattan;Lower East Side;Private room;75;1;0;;;1;0
6133150;Spend Your Fall in Bed-Stuy;31817441;André;Brooklyn;Bedford-Stuyvesant;Private room;52;2;1;01/11/2015;0.02;1;0
6134199;Stylish Pop-Art studio on trendy UWS;6003040;Lalo;Manhattan;Upper West Side;Entire home/apt;198;2;161;29/06/2019;3.21;1;252
6134906;Clean, comfy & casual private room - 1min to train;6541721;Erika;Brooklyn;Sunset Park;Private room;49;1;67;23/06/2019;1.56;1;8
6138423;Manhattan Multi-Million $ Luxury Central Park View;1978841;Diane;Manhattan;Upper West Side;Entire home/apt;950;4;6;06/06/2019;0.13;1;274
6140695;Orchard Street Studio !;1613244;Ariel;Manhattan;Lower East Side;Entire home/apt;105;30;12;06/10/2017;0.24;9;227
6141401;Large Alcove Studio;10529692;Jon;Manhattan;Kips Bay;Entire home/apt;225;30;276;21/06/2019;5.54;1;338
6141561;Beautiful room & Amazing location;6984488;Jessica;Brooklyn;Prospect Heights;Private room;125;4;16;30/10/2016;0.32;2;339
6142960;CleanLovely 1BR Apt in Clinton Hill;10520210;Scarlet;Brooklyn;Bedford-Stuyvesant;Entire home/apt;110;2;19;10/06/2016;0.44;1;0
6145124;Spacious Bedroom in Brooklyn;31876574;Morteza;Brooklyn;Crown Heights;Private room;44;1;1;21/05/2015;0.02;1;0
6145637;SPACE IN APT IN PERFECT LOCATION;9532490;Alexandra;Manhattan;East Village;Shared room;77;2;57;02/06/2019;1.13;3;311
6146081;Wow Historical Brooklyn New York!@!;1943161;Al;Brooklyn;East Flatbush;Entire home/apt;97;3;62;23/06/2019;1.23;1;326
6146783;Quiet, quaint room in Victorian TH;14796247;Sandra And Cary;Brooklyn;Flatbush;Private room;45;5;59;24/06/2019;1.46;4;247
6149507;2B Williamsburg Loft Apartment;21558108;Emma;Brooklyn;Williamsburg;Entire home/apt;157;1;1;07/05/2015;0.02;1;0
6150778;Guest Suite in Prime Williamsburg;608113;Adam;Brooklyn;Williamsburg;Private room;80;4;1;20/05/2015;0.02;1;0
6151450;Large room in Hamilton Heights;26790498;Esther;Manhattan;Harlem;Private room;50;3;1;28/05/2018;0.07;1;0
6152725;A Cozy 4 bedrm Apt Queen(5minsLGA);31916657;Rosario;Queens;East Elmhurst;Entire home/apt;275;3;96;01/07/2019;1.90;1;333
6155072;A Gem in Fort Greene Brooklyn;15395133;Brett;Brooklyn;Clinton Hill;Private room;129;3;103;22/05/2019;2.02;1;156
6155857;Heart of West Village cozy apt;7573842;Christina;Manhattan;West Village;Entire home/apt;250;3;1;21/07/2016;0.03;1;0
6155877;Solo traveler oasis;18248926;Yana;Manhattan;Harlem;Shared room;36;1;84;15/06/2019;2.26;1;347
6156278;Cozy Studio - Midtown West;10154856;Ayumu;Manhattan;Hell's Kitchen;Entire home/apt;200;5;0;;;1;0
6156319;Bright Studio Perfect for the Wknd!;7775447;Sara;Manhattan;Upper East Side;Entire home/apt;185;1;4;07/12/2015;0.08;1;0
6156442;2 bedroom in hell's kitchen;31937844;Ryan;Manhattan;Hell's Kitchen;Entire home/apt;130;1;2;28/04/2015;0.04;1;0
6157276;Bright LARGE BED near Manhattan;23591164;Angela;Queens;East Elmhurst;Private room;65;1;466;22/06/2019;9.16;4;331
6161282;Loft in Williamsburg;31963371;Rajan;Brooklyn;Williamsburg;Entire home/apt;275;3;78;08/11/2018;1.53;1;0
6163657;Cosy and sunny studio for you!;6090087;Giulia;Manhattan;Upper East Side;Entire home/apt;120;1;9;02/01/2017;0.18;1;0
6164719;Spacious Sunny Studio in LES;886109;Tzveta;Manhattan;Lower East Side;Entire home/apt;180;2;25;06/08/2018;0.51;1;200
6165032;Entire apt right at the park!;25406101;Sara;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;123;2;2;27/07/2015;0.04;1;0
6165564;Large room in newly renovated apt;30906910;Yuriy;Brooklyn;Bedford-Stuyvesant;Private room;750;1;0;;;1;0
6167683;Charming one bedroom Central Park;25228783;Laurence;Manhattan;Upper West Side;Entire home/apt;210;6;7;26/08/2017;0.14;1;0
6167817;Sunny studio West Village/Chelsea;31997128;Rachel;Manhattan;West Village;Entire home/apt;139;3;4;05/09/2016;0.08;1;0
6168331;Sun-filled living room with futon!;32001723;Lena;Brooklyn;Bushwick;Shared room;45;1;1;05/05/2015;0.02;1;0
6168663;Private bedroom in sunny apt;15743117;Alice;Manhattan;Harlem;Private room;79;5;2;07/10/2015;0.04;1;0
6169068;Prime Park Slope Townhouse, 4 BR and Garden;9773128;Deborah;Brooklyn;Park Slope;Entire home/apt;345;30;0;;;1;156
6169172;Relaxing Brooklyn Getaway;3598306;Afaliah;Brooklyn;Fort Greene;Private room;90;1;2;16/12/2016;0.06;2;364
6169335;Contemporary Modern Studio;32007353;Vanesa;Queens;Ridgewood;Entire home/apt;150;2;65;03/07/2019;1.32;1;171
6169897;Wonderful Large 1 bedroom;10720264;John;Manhattan;Harlem;Entire home/apt;75;500;0;;;1;362
6169981;Spacious Gramercy Penthouse Studio;32011239;Mike;Manhattan;Gramercy;Entire home/apt;200;2;14;10/09/2016;0.28;1;0
6170979;Cozy 1 Bedroom apartment fitting 4;31104121;Alexander;Brooklyn;Clinton Hill;Entire home/apt;100;3;127;24/06/2019;2.62;1;290
6171211;Room in Prospect Heights;32018795;Ciara;Brooklyn;Crown Heights;Private room;32;7;0;;;1;0
6179073;Mini Studio in NY city safest area;32052000;Gennady + Laura;Brooklyn;Manhattan Beach;Private room;45;4;118;06/07/2019;2.34;2;269
6179500;Ideal Location, Spacious IBr;26819117;Sagnes;Manhattan;Kips Bay;Private room;115;7;1;31/05/2015;0.02;1;0
6180121;Modern Vibrant Large Cozy Bedroom* 正面能量;8826175;Grover;Bronx;Concourse;Private room;56;2;132;26/06/2019;2.61;3;52
6180741;2BR  Lower East Side;14318669;Grady & Cristina;Manhattan;Lower East Side;Entire home/apt;210;2;44;25/05/2017;1.16;1;0
6180762;BRAND NEW 1BD / STEPS CENTRAL PARK!;1475015;Mike;Manhattan;Upper West Side;Entire home/apt;87;30;3;30/11/2017;0.10;52;275
6181131;Share quiet, clean and spacious apt;32060911;Elvis;Staten Island;West Brighton;Private room;40;30;6;31/03/2019;0.12;2;354
6182580;Private Room In a Goodhome;10576263;Odalys & Maya;Brooklyn;Crown Heights;Private room;58;4;1;02/01/2016;0.02;1;332
6184748;Sunny, Charming Williamsburg 1-BR;8389213;Danny;Brooklyn;Williamsburg;Entire home/apt;125;4;7;29/09/2016;0.14;1;0
6184827;Large and Beautiful 1 Bedroom in Bushwick;1912541;Clayton;Brooklyn;Bushwick;Entire home/apt;100;2;3;19/08/2015;0.06;1;0
6184855;Artist Loft  Heart of Williamsburg;23593179;Alexander;Brooklyn;Williamsburg;Entire home/apt;195;2;3;20/06/2015;0.06;1;0
6185426;Big bedroom, heart of Williamsburg;5689587;Delphine;Brooklyn;Williamsburg;Entire home/apt;90;15;27;11/04/2019;0.68;1;173
6185599;Nice and Comfortable Private Room;31241183;Lilian;Manhattan;Washington Heights;Private room;65;2;43;31/03/2019;0.85;2;279
6185629;Large Room with a Balcony *10 mins to Manhattan*;32083955;Esin;Brooklyn;Bedford-Stuyvesant;Private room;100;14;0;;;1;123
6185880;Student/Family Friendly Near Schools Parks Dining;3341690;Martha;Manhattan;Upper West Side;Entire home/apt;200;31;2;14/07/2018;0.04;1;212
6187204;Chinatown/Lower East Side Room;32092775;Jess;Manhattan;Chinatown;Private room;75;4;23;18/11/2018;0.45;1;212
6188014;Spacious 1 BR Near Central Park!;32096696;Matt;Manhattan;Upper West Side;Entire home/apt;220;1;4;03/01/2016;0.08;1;0
6188022;Handsome historic Greenpoint 2BR;1811344;Jennifer;Brooklyn;Greenpoint;Entire home/apt;225;3;1;01/08/2015;0.02;1;0
6192999;Zen urban sanctuary.;32117091;Marc;Brooklyn;Williamsburg;Entire home/apt;163;30;37;05/06/2019;0.74;1;186
6195564;Beautiful Room near L train;14600914;Greg;Brooklyn;Williamsburg;Private room;85;1;118;01/07/2019;2.38;1;327
6196265;Charming House in Astoria;10618197;Ambre;Queens;Ditmars Steinway;Entire home/apt;150;7;1;02/07/2015;0.02;1;0
6196354;A Couch In East Williamsburg Near Train.;31621291;Elisabeth;Brooklyn;Williamsburg;Shared room;38;1;236;30/06/2019;4.63;2;56
6196860;Comfy convenient apt. by the trains;32135311;Oliver;Manhattan;Inwood;Entire home/apt;79;4;4;20/01/2016;0.09;1;0
